n,kappa,h,ref,seed,method,group_first,energy,delta_e,fidelity,epsilon_c,epsilon_sf,epsilon_mx,joint_pass,state_pass,observable_pass,seconds,nfev,nit,stop,archive,cnots,optimizer_success,raw_append_round_counter,pool_gradient_rounds,pool_derivatives,pool_parameter_shift_energy_evaluations,reoptimization_parameter_shift_energy_evaluations,optimizer_energy_evaluations,hardware_two_basis_circuit_evaluations_upper_bound,actual_hardware_executions,scope
8,0.95,0.4,antiphase,11,cost,map,-7.962287580468855,5.745995133121795e-05,0.9998523133654692,0.0009568203474175085,0.00028094861177319075,0.0009256300414008656,True,True,True,1.3511261660023592,1777,1592,budget,results/stage4_upgrade_v1/adaptive/cache/9d788561b981249f80270c3de22a01795e813cf187314b995e131b57dd8e4e84.npz,128,True,2160,45,2160,4320,119388,1777,250970,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.2,0.2,ghz,11,cost,map,-6.500189308357589,8.304348025445218e-05,0.9996968073261825,0.0007350956833620526,0.000559898089613653,0.0017233063872992838,True,True,True,1.2118977920035832,3142,2922,budget,results/stage4_upgrade_v1/adaptive/cache/9d8e5164adbad44c6bb0396babda7be9b1776a39b8159141b02587210017d2c6.npz,31,True,1968,41,1968,3936,208074,3142,430304,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.675,0.15,ghz,11,fixed,heldout,-2.7367998044538018,0.34146458658038126,1.2217424143103626e-05,1.9345147452163494,0.9531640892947407,0.10801310249271436,False,False,False,0.00406400000792928,8,6,fixed_short,results/stage4_upgrade_v1/adaptive/cache/9dbbd9c77600622b63448d39e79758376d3d53615292674cd601a9322bd3be0a.npz,23,True,48,0,0,0,128,8,272,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.05,0.8,antiphase,11,cost,map,-9.070838876300577,4.650788743010281e-07,0.9999994457238106,0.00010538183095132325,4.3773714202388625e-05,2.253308452604408e-06,True,True,True,2.3834539170202333,4169,3875,budget,results/stage4_upgrade_v1/adaptive/cache/9dc978d2b5cf8e4fc6b8b023bbf5c4df40143051217e09b335aba93c0d9556ff.npz,128,True,2496,52,2496,4992,317652,4169,653626,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.8,0.6,antiphase,37,cost,development,-7.5675826463082,0.001628298780517179,0.9964609985606744,0.021278237786891863,0.0056780731268440965,0.003978424753128151,False,True,False,0.8332592499791645,2556,2339,budget,results/stage4_upgrade_v1/adaptive/cache/9df758e4980aa53d844d430395abbf0dd062a2dec8279c50cc36d0959089b297.npz,128,True,2352,49,2352,4704,189856,2556,394232,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.825,1.25,antiphase,11,cost,heldout,-11.761418237403866,0.0002865805936731469,0.9997416396824674,0.0017520378838579154,0.0005826362766747639,0.001130645683064313,True,True,True,3.276805000001332,4455,4189,budget,results/stage4_upgrade_v1/adaptive/cache/9df82966d258531458713e9de33283a32fdf6cecf3e6e9abacc31e200ae0cfac.npz,128,True,2352,49,2352,4704,351098,4455,720514,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.0,0.6,ghz,11,cost,n12,-13.102698626885033,0.0003721931694782299,0.9982864621488908,0.004576580598775193,0.0035509884273293713,0.004443285978941558,True,True,True,2.2911100829951465,1084,939,budget,results/stage4_upgrade_v1/adaptive/cache/9e256a9517b1e1bab3c7d2441333a6a9621a2aaa3b00786c510ac688077001a2.npz,127,True,2736,38,2736,5472,62796,1084,138704,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.0,1.5,plus,11,cost,map,-13.384989657764097,1.94692333277402e-06,0.9999988066314279,0.00018198324389660792,6.929289427998198e-05,1.53192095962984e-05,True,True,True,4.8416119159956,8710,8252,budget,results/stage4_upgrade_v1/adaptive/cache/9e43ea8d00907754130aecb6ea1410dba3a71fa406a9af0ba75c39979d6204ba.npz,128,False,2592,54,2592,5184,730584,8710,1488956,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.525,1.75,antiphase,11,cost,heldout,-15.080291976786608,4.9615013284487475e-06,0.9999972598952241,6.97153640381587e-05,2.835220408331507e-05,1.4975311013576409e-05,True,True,True,6.184155499999179,10069,9543,budget,results/stage4_upgrade_v1/adaptive/cache/9e60f046f02d62455c67e97e433bc26e588d455cd986c9b8db2092be9710ac2f.npz,128,False,2640,55,2640,5280,845742,10069,1722182,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.55,0.8,antiphase,11,cost,map,-8.22994139146363,0.0002547262212702073,0.9996466627891546,0.002678227522468532,0.001211905291872456,0.0011016168025964612,True,True,True,3.6649523339874577,5677,5338,budget,results/stage4_upgrade_v1/adaptive/cache/9f1974f262dfc159ee31aeb39b62a126a51943d7be0c43ec312546af6b5e2910.npz,128,True,2688,56,2688,5376,492828,5677,1007762,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.8,0.4,antiphase,11,cost,development,-6.84901248951457,0.0003643048089333467,0.9983805076861488,0.00957512791230375,0.002799784034199615,0.006129347092939164,True,True,True,0.957732707989635,2938,2695,budget,results/stage4_upgrade_v1/adaptive/cache/9f66eaab7aa110e8166e6ad93ab1475e34708012f135e0b9b5f62605fd66d66f.npz,128,False,2256,47,2256,4512,218198,2938,451296,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.3,0.8,antiphase,11,cost,n12,-12.351300090997288,0.0001189756529692924,0.9993085699837243,0.016732969456100425,0.008495702607665578,0.00021430754935813923,True,True,True,8.418012749985792,2357,2144,budget,results/stage4_upgrade_v1/adaptive/cache/9f6a4ef8e8ffc6338443d4e08eed22fcefbe7b0e6caafdac7fb100e554d75222.npz,128,True,4248,59,4248,8496,211938,2357,445582,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.8,0.3,ghz,11,cost,map,-6.630029945609676,0.0013029972243663313,0.5084269013339465,0.007065792071397237,0.002340713563329877,0.017745417378979195,False,False,False,2.1418844159925357,4445,4132,budget,results/stage4_upgrade_v1/adaptive/cache/9f6fdce7b5d458c740e433755ca30c50b3a36c237d293cc3707ef27b512728f7.npz,127,True,2016,42,2016,4032,305622,4445,628198,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.9,1.6,ghz,11,cost,map,-14.413473862952651,0.00017230672097690025,0.9998842459142464,0.0009273243570796022,0.00028782201472880853,0.0004967441655255866,True,True,True,2.735568667005282,4493,4205,budget,results/stage4_upgrade_v1/adaptive/cache/9fa22c1b711d15f1be89032559a5d01959308c6f55f8be2077e475796fdd724a.npz,127,True,2400,50,2400,4800,353828,4493,726242,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.4,0.9,plus,11,cost,map,-8.853997206771883,6.808131764124425e-05,0.9999278663720838,0.0024235131466433246,0.0010074328833096502,0.0002732401725851208,True,True,True,7.54250387501088,13065,12436,budget,results/stage4_upgrade_v1/adaptive/cache/9faf1bf8e96d000bc9ee127aaef0b0008b12a7ebd914ad4748451c52b59b23e2.npz,96,False,2928,61,2928,5856,1175782,13065,2389406,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.525,0.35,ghz,11,cost,heldout,-5.4870658564805215,0.001463521979998772,0.9953170307221194,0.02275705358598712,0.010421845755846204,0.005253496532832025,False,True,False,2.692550082982052,5576,5247,budget,results/stage4_upgrade_v1/adaptive/cache/9fd5034633735628c88c239e2665eef2a1ee37fffa79d467b10e1b6e054e2d25.npz,127,True,2544,53,2544,5088,423432,5576,868192,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.8,1.2,plus,37,cost,development,-11.359495939517899,0.0002690943260477141,0.9997751333610904,0.0024680532567397384,0.0007772490534654342,0.0010948105938913821,True,True,True,2.1477533750003204,5503,5181,budget,results/stage4_upgrade_v1/adaptive/cache/9fdab943b612125f55499dde5a858903f30b41cad53bc49aa087d2edc63d4042.npz,128,True,2544,53,2544,5088,447888,5503,916958,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.85,1.5,ghz,11,cost,map,-13.595445013481122,0.0002687451280356523,0.9997995524386472,0.0021244868346553675,0.0006685271064892917,0.000804959185362053,True,True,True,3.528595374984434,5222,4892,budget,results/stage4_upgrade_v1/adaptive/cache/9fe01c671a61f8afd5e95b56f05ff8d81f40d22d8df5903fae3dff73745956fd.npz,127,False,2400,50,2400,4800,419312,5222,858668,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.025,1.25,ghz,11,cost,heldout,-11.644374543816468,0.00011215420229016004,0.9999056353855704,0.004051184312402201,0.002042550134989829,0.0007450805097913848,True,True,True,2.086239750002278,7133,6742,budget,results/stage4_upgrade_v1/adaptive/cache/9ff1a0cb7566d1b3525175faf99d3080e6da7b30d49c5fe15ed92222d193675b.npz,95,True,2448,51,2448,4896,576618,7133,1177294,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.8,0.5,antiphase,11,cost,pool_ablation,-7.1566058535581965,0.00037135003668464783,0.9990096321515217,0.009517544682237533,0.0027190957878895916,0.003331619897213034,True,True,True,7.803684417012846,11663,11068,budget,results/stage4_upgrade_v1/adaptive/cache/a02617a0892b25cb0402774e6c48aedecce842cc438e46373d1b4a8f6d133d13.npz,128,True,1952,61,1952,3904,1045724,11663,2122582,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.05,1.1,antiphase,11,cost,map,-10.632514858162732,8.427370819119595e-05,0.9999138067074568,0.003932218691099387,0.0016548469773992602,0.0004849003033469135,True,True,True,3.0096877919859253,5103,4794,budget,results/stage4_upgrade_v1/adaptive/cache/a030745b9cd25565bc8c8d06656a72655cdf0da79e582e24155303d187b18d37.npz,96,True,2448,51,2448,4896,398234,5103,816466,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.6,0.5,plus,11,cost,map,-6.368332039711435,0.0012662643392098438,0.9962106539895127,0.03291356195161102,0.010352160805779359,0.006312069254414299,False,True,False,4.496288624999579,6298,5922,budget,results/stage4_upgrade_v1/adaptive/cache/a03a54ccbd972af9b625f42cce6f50c64204ea67b4f760fd53e438dedf17652a.npz,128,True,2832,59,2832,5664,559848,6298,1143620,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.675,0.15,plus,11,gradient,heldout,-5.467289061919786,0.00015342939713325343,0.500385935865823,0.001137252933062105,0.0003710108118754052,0.0043168860704486944,False,False,True,1.4584385000052862,2986,2747,budget,results/stage4_upgrade_v1/adaptive/cache/a03b474e5acfcd62dec8fd965769c67d3f3127be22a2037e4b1a2cd3cb2d2f42.npz,64,True,1968,41,1968,3936,201100,2986,416044,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.15,1.8,ghz,11,cost,map,-15.426184024039355,6.697587946469241e-07,0.999999513317312,7.409507831254714e-05,4.189526742115479e-05,7.523719680158081e-06,True,True,True,0.4775739590113517,1397,1250,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/a06d2018187695a79841adc9c2c62cc0108ce07c82e25692a59d1d9d0e98ea79.npz,63,True,1776,38,1824,3648,77080,1397,164250,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.0,1.1,plus,11,gradient,development,-10.795106921078643,2.0093912005858527e-05,0.9999831947668033,0.0003483769254225555,0.00017301998954133424,3.024697587850067e-05,True,True,True,1.6545576660137158,5139,4833,budget,results/stage4_upgrade_v1/adaptive/cache/a0b7b3ddc3bfde3d86c4d8d8372da7d0f3c903d9153fc25bf16910d60f58b3d8.npz,128,False,2304,48,2304,4608,400276,5139,820046,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.8,0.8,plus,23,cost,development,-8.680586480541745,0.001437773167141998,0.9980579841453366,0.005669079946568248,0.00173448337265409,0.005866398287369012,False,True,False,1.149176874983823,3509,3249,budget,results/stage4_upgrade_v1/adaptive/cache/a0cfdae53bc1565a7b6e7d2f80e379f4133f3f58c13d1062cda51490a3b26812.npz,128,True,2544,53,2544,5088,279954,3509,577102,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.75,1.7,antiphase,11,cost,map,-14.914257995056055,4.6381600319334026e-05,0.9999727640691974,0.0004774419825375048,0.00015835450618735536,0.00013188417720755297,True,True,True,4.014142125000944,6823,6446,budget,results/stage4_upgrade_v1/adaptive/cache/a1047f072e4ef90a105f1e95d5ef77cf04edc4e97b07231f22086e8c150c106e.npz,128,False,2496,52,2496,4992,570430,6823,1164490,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,1.0,1.8,ghz,11,cost,map,-16.061960294931097,0.00016346493698504716,0.9998958957298568,0.000614599694243767,0.00021547329790728986,0.0004322845658785157,True,True,True,3.6764294580207206,5962,5648,budget,results/stage4_upgrade_v1/adaptive/cache/a13b597c09cc9dd2397c300d001c681821ce8d5c3d409fbaf5c8387b8cf439a9.npz,127,False,2400,50,2400,4800,483744,5962,989012,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.4,1.4,ghz,11,cost,map,-12.415369832247805,2.5874325165986534e-05,0.999980609677174,0.0006579722121053816,0.00031749093093949576,6.106366720992629e-05,True,True,True,4.892383333004545,8327,7841,budget,results/stage4_upgrade_v1/adaptive/cache/a1432f52959ae7f8ec86dc32e8d8fd64e8d6be123f76626f069b247edf8ef53a.npz,95,True,2544,53,2544,5088,694460,8327,1415750,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.325,0.55,ghz,11,cost,heldout,-6.69096068367726,0.00012930757586893105,0.9996815029240854,0.010415759775914905,0.0030540556727286505,0.000660965211634168,True,True,True,1.1705666669877246,3179,2944,budget,results/stage4_upgrade_v1/adaptive/cache/a14afd43ba2f6c9505e67c73dd98e69b30ea95db73ec3db4a5cc658376003957.npz,95,True,2304,48,2304,4608,240106,3179,495786,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.75,0.9,ghz,11,cost,map,-9.19168972059661,0.0008731838601272468,0.9989136085078977,0.004097943241980373,0.0014576540927471182,0.00371406744949887,True,True,True,1.4877437919785734,3440,3194,budget,results/stage4_upgrade_v1/adaptive/cache/a18c9e578a8effaf1b2a41f93a273fec63d0d1556ef51c5eb6c4694ccaee4c56.npz,127,True,2400,50,2400,4800,257186,3440,530852,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.15,1.2,antiphase,11,cost,map,-11.085005444500545,4.0578258384549315e-06,0.9999964134807181,0.0008529165849821968,0.0003552628331004448,6.501114745627312e-05,True,True,True,3.379350125003839,5759,5403,budget,results/stage4_upgrade_v1/adaptive/cache/a1a1326973cb785da2b31bd13750dbce3b64088bd12ea19e7954262455327b54.npz,128,False,2640,55,2640,5280,519220,5759,1060518,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.45,0.8,antiphase,11,cost,map,-8.184436955161303,0.0001459944235469024,0.9998267085950221,0.0033498286767054686,0.0013506618590548025,0.0006578519118254356,True,True,True,6.932217708992539,8468,8045,budget,results/stage4_upgrade_v1/adaptive/cache/a1aaa56991d55d12c48008a6133fc2a6298516ca6501c948b2f981b13eff4210.npz,96,True,2784,58,2784,5568,771712,8468,1571496,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.5,1.4,plus,11,cost,map,-12.453394633149516,1.938735519835255e-05,0.9999867452968799,0.00013699402717463893,5.8071498845208014e-05,7.168160743009633e-05,True,True,True,9.741908167023212,11958,11280,budget,results/stage4_upgrade_v1/adaptive/cache/a1b76b2266702a0c158351fdfeb4f68b8908371d1040fd54aeb6d03e033226bf.npz,96,True,2784,58,2784,5568,1033828,11958,2102708,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.85,0.8,antiphase,11,cost,map,-8.861568264868113,0.0015670120636779306,0.9973912035022782,0.012476306769902745,0.004104192786983721,0.002181447387844093,False,True,False,1.7818960830045398,2663,2429,budget,results/stage4_upgrade_v1/adaptive/cache/a1ce32ee70d1348d165e540d31065747fff51d711c835f1a5444b06dcc547067.npz,128,True,2448,51,2448,4896,199686,2663,414490,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,1.0,1.2,antiphase,11,cost,map,-11.88436692564422,0.0006551391235036785,0.9993516392097038,0.003008316386511424,0.0011494861892324126,0.0014452684803604177,True,True,True,2.3956295409880113,2997,2780,budget,results/stage4_upgrade_v1/adaptive/cache/a1d255e8567e950390232718a9fca1600a56b44d77e177f1fd3e54883eb68469.npz,128,True,2400,50,2400,4800,233654,2997,482902,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.4,0.1,plus,11,cost,map,-4.833801890546791,8.468933584748761e-06,0.9999304689534052,0.00025136659505786696,0.00017636274427745846,0.0004676226880614004,True,True,True,1.5988906670245342,3461,3204,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/a1e060a86de8d70e2c23c3ee263d38f8a663710902ce357dade19a5dcb594e0c.npz,64,True,2208,47,2256,4512,245916,3461,507778,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.0,0.9,ghz,11,cost,n12,-14.599913419238575,0.0012690606380569847,0.995799037023072,0.017734629463976415,0.010191138464028637,0.006734808403173753,False,True,False,6.049498082982609,2352,2142,budget,results/stage4_upgrade_v1/adaptive/cache/a1fd773a277b29baf96dbaa612c90648ec9be7c575fbf6c347aae4594963178e.npz,127,True,3528,49,3528,7056,170604,2352,360024,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.6,1.3,antiphase,11,cost,map,-11.794200037532663,6.015923015900704e-05,0.9999521021646328,0.0006197535402882384,0.00022791477336783772,0.00019809003374415823,True,True,True,7.796184375009034,9270,8826,budget,results/stage4_upgrade_v1/adaptive/cache/a21bb0d8d2e670a9a603c409ecbfadca65552cb85ae57653f0d286f58cf4507e.npz,128,False,2592,54,2592,5184,775468,9270,1579844,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.05,0.3,antiphase,11,cost,map,-7.790916909617657,4.252093122047995e-09,0.9999999952731025,3.9480018876325573e-07,1.514159023718875e-07,8.954970542873752e-09,True,True,True,0.796489542000927,1630,1445,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/a228bb505398f8ea76f9a45cac78724676bc99befc136482a2041a6268179799.npz,118,True,1872,40,1920,3840,92392,1630,195724,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.65,1.7,antiphase,11,cost,map,-14.801335658453052,0.0001273008334790049,0.9999223471245473,0.0010839880642700833,0.000420120928729506,0.00031625026400261547,True,True,True,6.1867330000095535,7786,7332,budget,results/stage4_upgrade_v1/adaptive/cache/a240f1fb07da8061e053e1b630f3ea10d41176addedb01ade43b633d5615274d.npz,96,True,2496,52,2496,4992,643900,7786,1313356,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.5,0.15,ghz,23,fixed,development,-4.089515581844221,0.05989163667787156,0.004399110529627681,1.5128846103730609,0.8961454854349522,0.3683016316053388,False,False,False,0.002178333990741521,7,5,fixed_short,results/stage4_upgrade_v1/adaptive/cache/a24fce25c9d0acaa3f5591be512a57cd5de9f47736411d434c56b3f8b0ed81fe.npz,23,True,48,0,0,0,112,7,238,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.75,0.4,ghz,11,cost,map,-6.49093877924131,0.0010612594875587522,0.9943466387946561,0.027727435991245386,0.00833111313213869,0.015335863380349202,False,True,False,2.2607123329944443,5079,4735,budget,results/stage4_upgrade_v1/adaptive/cache/a25b97173c959189e3619f695489f8ea5e8b906a5e74d73ff0467f14f7bbdecf.npz,127,True,2304,48,2304,4608,363982,5079,747338,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.95,1.2,antiphase,11,cost,map,-11.726553749292027,0.0007119930185472967,0.9993191237143776,0.0036742204071169363,0.0012439107943327948,0.0019877362687731326,True,True,True,2.8425284580152947,3066,2839,budget,results/stage4_upgrade_v1/adaptive/cache/a264b295b40465f00c56810fc011e1bc62772e74cd694c91c1a8ca293c4a8e82.npz,128,True,2352,49,2352,4704,237238,3066,490016,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.05,1.1,ghz,11,cost,map,-10.63265492293893,6.676561116658597e-05,0.9999309162119435,0.003958708390874588,0.001257993318910744,0.00036292541093085884,True,True,True,1.7195710000232793,3618,3371,budget,results/stage4_upgrade_v1/adaptive/cache/a2a182c037c6e46e8cc31de7558623af575d7c83b63483e242ba31ddc85a4f50.npz,95,True,2400,50,2400,4800,275696,3618,568228,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.5,0.5,plus,11,cost,map,-6.313563394753029,0.000329193539402306,0.9992589521016205,0.004596414698487372,0.0025377460135919128,0.0007609564507707889,True,True,True,6.632059499999741,7422,7006,budget,results/stage4_upgrade_v1/adaptive/cache/a2b63cb02043f2d34bb518ef8507c78e8bf66511c61e287988042fdc009d87d4.npz,128,True,2880,60,2880,5760,686774,7422,1399912,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.975,0.15,plus,11,cost,heldout,-7.846174283040634,5.489680591730384e-05,0.500013598145588,0.00023346261834056303,7.42384788572914e-05,0.0014675150371560447,False,False,True,0.4386214169790037,916,792,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/a2ca767a2125a5f9bb2b486d036f66dfbb4cc5bbb96d738bdc3c0d8bab8fbf36.npz,32,True,1680,36,1728,3456,47028,916,102800,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.9,0.8,antiphase,11,cost,map,-9.082457855983915,0.0009026838335639553,0.9985810543858054,0.007035465903658555,0.0025052139355140196,0.0003872235814268432,True,True,True,3.3868509590101894,3611,3359,budget,results/stage4_upgrade_v1/adaptive/cache/a2f1dc6121c476a04ecb4d67e527dcf9b2d9ebaf762512f1df14f95987d2160b.npz,128,True,2352,49,2352,4704,285090,3611,586810,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
12,0.3,1.4,ghz,11,cost,n12,-18.61875919428263,8.1348612413971e-05,0.9998371185299383,0.004962406870118095,0.0019107648290055956,5.705608345962787e-05,True,True,True,8.741305792005733,2957,2695,budget,results/stage4_upgrade_v1/adaptive/cache/a30a001d52da894ab1c6eaf90cff67e1c972f1a483a26ff98e94dbe303122d43.npz,127,True,4104,57,4104,8208,251948,2957,526226,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.5,0.2,ghz,11,cost,map,-4.771971271647352,0.0011787295471966663,0.9909954308942917,0.05463228071566262,0.016116014619101032,0.003033248373466524,False,True,False,2.60201158298878,4110,3789,budget,results/stage4_upgrade_v1/adaptive/cache/a36d80dadadeace59c7265187d0adf3b05028681e510376c09a6c0c1d59f2937.npz,127,True,2640,55,2640,5280,326258,4110,671296,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.65,0.5,antiphase,11,cost,map,-6.448860463029252,0.001551699040197363,0.9967741759901069,0.006367534218669868,0.002340402863485025,0.008022195342237803,False,True,False,3.4489583749964368,4480,4163,budget,results/stage4_upgrade_v1/adaptive/cache/a379200afbe971dd2f1e724280ddbd21346c940f7e6b1e011e86e958aa15cdee.npz,128,True,2688,56,2688,5376,360290,4480,740292,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.325,0.85,antiphase,11,cost,heldout,-8.54145806325609,7.162525100046224e-05,0.9998950571902385,0.0048178189486959705,0.0019157604554175534,0.00018315883516217824,True,True,True,4.289240625017555,8704,8242,budget,results/stage4_upgrade_v1/adaptive/cache/a3c83a0028ca46fa8e8a4bc2f83bd3899d5064cb28a3b8a45ae4e9448743b2da.npz,96,False,2784,58,2784,5568,804300,8704,1637144,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.35,1.7,ghz,11,cost,map,-14.640391486683518,4.528116152036077e-06,0.9999974246442168,9.518418348948218e-05,3.804198338241971e-05,7.156326249035949e-06,True,True,True,4.675782959006028,9655,9062,budget,results/stage4_upgrade_v1/adaptive/cache/a3d20a724129c8f8db94381a3b2e075f5c8ceab77c7805e84cca8082aac3d975.npz,95,True,2592,54,2592,5184,806538,9655,1642754,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.25,1.4,plus,11,cost,map,-12.427724486025607,2.0110743993662084e-05,0.9999793619427702,0.00279549544644311,0.0011193302059013255,1.9149537324736343e-05,True,True,True,5.758553708001273,12455,11771,budget,results/stage4_upgrade_v1/adaptive/cache/a3eac8bf66382eda79380c054de5814ea354e665bdf3ef961b738fce45a61abf.npz,64,True,2688,56,2688,5376,1029362,12455,2094386,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.0,0.2,plus,11,cost,development,-8.080202540289893,2.352682715311971e-09,0.9999999970677815,1.724046683193592e-08,5.814778191500641e-09,7.211601266154943e-08,True,True,True,0.10317283400218002,463,397,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/a43fb4d8d7f3146cd92b897e2439360000658487233fb57b594bb95e7826afea.npz,86,True,1248,27,1296,2592,18064,463,42238,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.975,1.75,antiphase,11,fixed,heldout,-7.799999999999996,0.9812139933758998,0.10007262253302474,0.8759508108412253,0.29717914365825604,0.9081702613142443,False,False,False,0.003514290991006419,6,4,fixed_short,results/stage4_upgrade_v1/adaptive/cache/a48e28ed7119d840ab3218c55fe9ec5fbec07e7b7a46cecd00d8d32724df267b.npz,6,True,48,0,0,0,0,6,12,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.0,0.8,plus,11,cost,map,-9.365201648821117,3.5095201056378755e-07,0.9999997022556186,1.6302628411013487e-05,4.110175450378062e-06,3.784073658197329e-06,True,True,True,0.9644256669853348,1969,1785,energy_stagnation,results/stage4_upgrade_v1/adaptive/cache/a4a306a5fe3ee581ae13f51bfc61e918b82ecb8abfaef3080845b60fa8dc08c8.npz,96,True,1968,41,1968,3936,119588,1969,250986,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.7,1.2,ghz,11,cost,map,-11.188847491120066,0.0001943526100900428,0.9998356845053441,0.0015487559849402394,0.0006857065866023859,0.0006802102095170293,True,True,True,2.8852230420161504,5524,5210,budget,results/stage4_upgrade_v1/adaptive/cache/a4a9c501b06e50fc2847323a6851d7c34d99e640c1aeaf61088e5796e6b499db.npz,127,False,2544,53,2544,5088,470258,5524,961740,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.15,1.9,antiphase,11,cost,map,-16.176477207312903,7.371293850866323e-07,0.9999992177539128,0.0007383522152737848,0.00023086979136918706,5.130288395882587e-06,True,True,True,1.209016959008295,2479,2258,pool_gradient,results/stage4_upgrade_v1/adaptive/cache/a50e823b6667d10fe018b61ac2a8a5955e33c2b28d55b2c1902b75ef5781905e.npz,64,True,2064,44,2112,4224,173718,2479,360842,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
8,0.75,0.7,plus,11,cost,validation,-7.9126123343004195,0.00110481876987234,0.998492245021812,0.004528328486410382,0.0016364982562644403,0.004612516820749257,False,True,False,1.607015624991618,4830,4505,budget,results/stage4_upgrade_v1/adaptive/cache/a532d7c90f9df4b4371814d08b639c888939417d35631f3d9d65821f023f15c6.npz,128,True,2688,56,2688,5376,403508,4830,827428,0,prospective two-basis parameter-shift cost; all actual optimization uses analytic statevectors
