n,kappa,h,label,level,evidence,source,bc
8,0.55,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/7adb935696f13212ee4218af790736b7bfae3bb31b681c756c1ed827f106c9e1.npz,PBC
8,0.55,1.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/77a7fd780a90294d068f16e045d506cf53ed800e996d065a288b760da362f8dc.npz,PBC
8,0.55,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3ef6731e83d811e60f038c9e56d1b9abf66c5763b840b0e9557385789bb9ed07.npz,PBC
8,0.55,1.6,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/97e4d9b3e52ded3ae2ee3d3407649c2e89b4f7141cb12470b5fd2e902043aacb.npz,PBC
8,0.55,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/bc4d4d1fcfb181b7cc4983f6b7b14b61f51f954c06e6958635ff741450ce9ff3.npz,PBC
8,0.55,1.7,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/1257104104d10dca6ffdf5e462e98073aa73092c96bdbe631b8ac16d5c75a014.npz,PBC
8,0.55,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/8a318c1f21d3571d0976ad9b660c987d4404fa35c2bf2f0846a07c36aaa79930.npz,PBC
8,0.55,1.8,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/ef20ea43ec0b1782ad26528b7e3636dfe70da39935b195ce828a3c0ac1e828f9.npz,PBC
8,0.55,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/dbec28f75a5c80e30879e5a9820247718b823e4505b06a6672079fa24748ed40.npz,PBC
8,0.55,1.9,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/ddbfa63d91045d0e1226e824aaa4f35d920c5a1af750eaa1ee6df884ecbc3d93.npz,PBC
8,0.55,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/fb989030ef983c7b625178655ed2f792bf52d6fd637722b6a0a6480de9fee8f8.npz,PBC
8,0.55,2.0,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/e5e415d6709ec295b8a308dcbf32b24d4878298f7e5dace46ccd87d32f196a3e.npz,PBC
8,0.6,0.01,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/fa0cc89de6fac7cb34ea7c304b9ae291b2c7c5843fdd6de591bf026c6d90d1b2.npz,PBC
8,0.6,0.02,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/1ee4ad84acb73de64c41aaf4d6035dc33ff5a83df3de0e14a3e476a578ec5b36.npz,PBC
8,0.6,0.035,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/62f884a161977c5199fc9eb18c3a648df43252bf1cb848b588e70c939524972b.npz,PBC
8,0.6,0.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/59e3e40f9e3293bd7f67f40d3b92d4c9b4feff76c1ab1be92aa5f433a63934f0.npz,PBC
8,0.6,0.075,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/579b6e3046346f65d956410658df17e6464ab0d03d8b9b99f92360dd5cd362cf.npz,PBC
8,0.6,0.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/7d063c4f1046d6231320d8d9e3668ae7efea835a2f292c6e500b4bbe0bc57118.npz,PBC
8,0.6,0.125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/13f1c81a1b69b73a76443e3ec924935f61b0b3dd6b45ecd9a5b991e9555e0d68.npz,PBC
8,0.6,0.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/7bd6f333d4f5198ababcd5e3c2a205d0c303710809fb68d93c84c6aa789a4ed8.npz,PBC
8,0.6,0.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/9bdc240d538a5e35e0053da9bfa790b81b497805a9b30c71a2f1cc9537bb2171.npz,PBC
8,0.6,0.2125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e1a874f5eafc1e7a9f4cb0b5efdb060d6bfc065a3a3d80fccd64a0eaa8873598.npz,PBC
8,0.6,0.225,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/a9052cac7ce56ad8602c6db634dbae74eae58bb53babab86828cce20e0a1a815.npz,PBC
8,0.6,0.2375,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/bae4de069f69a00ca9d512a574564afd5d37af0a0261861625e9cb4247609dc0.npz,PBC
8,0.6,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/49502a80093d1d628b37cfdc9993ad3ed966385b7c1b3410a9bbbe58dcc89f1f.npz,PBC
8,0.6,0.2625,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f790154acdcd317bc1490910d6cc6b23822d35d5b1236ee0fca90c0ce00e6178.npz,PBC
8,0.6,0.275,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/7e3af42e4f5774510876bd503541b4ac3a58548ec3935f5c619dcc3360877ab6.npz,PBC
8,0.6,0.2875,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/0d72ff34c90970c54707e69587bcf262c2bd5e2c51fe4a68ecd1d9f673be3417.npz,PBC
8,0.6,0.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/21fcbcbb4d3dc17d513936cb5b6a25788754d78f21d8859aa97aff15424fed10.npz,PBC
8,0.6,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/963c64cc7c09581737d7c7cf6340f357c38ef32313677234556a233c049e894c.npz,PBC
8,0.6,0.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/aedfee261f3076ba3926332acd2af9cdcae70075197e414e5235f11d7eea7493.npz,PBC
8,0.6,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5e607fdfcfdf8ce266974cfb27ca550cb29413a539efe696dc3d45e90eae14f8.npz,PBC
8,0.6,0.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5488d13819acb7867d2915b747226fe90d95112270026ac553abad898f4914b5.npz,PBC
8,0.6,0.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/1465565ad1099e70bd000ffffcc35a6bc9c71a373a43de75a6111280ab9b9776.npz,PBC
8,0.6,0.6,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/65be1e884741b4d9b6cfe7bdef8b06d97487d833f025e1f7107c1827f675dc3b.npz,PBC
8,0.6,0.65,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/390be84c8ef0c2ec942b2b531c9eea093742a864536250963946afc1069f14a4.npz,PBC
8,0.6,0.7,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f94e6b8a14fe0af98e682c1d1847ecdec0e695409807a1ec97eed32f82ace533.npz,PBC
8,0.6,0.75,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/30d8c7c6b650d5a2375b8d6d3df2caeb93e06ca6c9e117de906fa411803e4aa8.npz,PBC
8,0.6,0.8,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f6df5d8a5141c7db3887ff05cc8ea7e2f6d7d7c871cc479e82d1ce2220403b28.npz,PBC
8,0.6,0.85,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/d011435dd2b3a12e5d7b3e1aacd9ab3c2a82db2903df45e88fa7c343b7e9f876.npz,PBC
8,0.6,0.9,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/0972332e3c5e0b99f1f56e8739a96f8e4a4d335bafccf19de60667bc9c9352e3.npz,PBC
8,0.6,0.95,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/744d2e4e7a3a9e32e3bf6aabc7dfa4d90b099351981fd1778abb36f893d209d3.npz,PBC
8,0.6,1.0,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/b19a54a2d24edfb1f22bd014f982dfec2f0ccece02691ab731a8910da06f431f.npz,PBC
8,0.6,1.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/fef8210cce756696e51e0274d8b263aa194965b4e77a635936528ca133956a03.npz,PBC
8,0.6,1.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3d4fa1afcb90d2b1432feb4cdfa0f481e96b2dea71b4d7478dbd0c3fe204368b.npz,PBC
8,0.6,1.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5686d14ecf5694da49bdc9f85ebaf433fc4d43b2268490df0332871e611e625f.npz,PBC
8,0.6,1.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8a9d802b7f8bbe732e064c5da235968060cfe55ee0906ab7912dbddea634d735.npz,PBC
8,0.6,1.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/2efa556dbdfcd1e2a13ad5f25a3738484e1af7d1ac4804d0a0d80ec8284beef7.npz,PBC
8,0.6,1.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/bf6bbf2ed0d36f2194809f037e8502e4634bc23bb2031c44a7ebea4628d94916.npz,PBC
8,0.6,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/9999917ca7775580bd2479d67775e4cc4dcc121e98e6ebbb5ddbb555b6a88528.npz,PBC
8,0.6,1.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8282bbf8c3e3717224f23e0a9578663decef409e351b7b8cae55cc428fdc9aa7.npz,PBC
8,0.6,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/445623ea8a522a7ba697ce9c80d5deb3a1d53d6acd1ded1d2c026c6f72dfce2c.npz,PBC
8,0.6,1.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8ed6927db406671a3f9bd00c17100d751addc9b7d2a7874a97946e616422983c.npz,PBC
8,0.6,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/06b0ae7915081a92001d7d14859f2e84fd16da357f7922f76c4ffea1863e18c1.npz,PBC
8,0.6,1.6,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/c12483e7773ffeb1909bd715a644bc6ee5beafbdf75ae43f8ec16e7803a101a5.npz,PBC
8,0.6,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/f2aef1ab1f2f8879118d2d8ba11b04502733153ba0884a6dada66d73227ed891.npz,PBC
8,0.6,1.7,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/cc63adbf37ee374594e843521dedb5d12d4e703ef5e39108bfb5522485b31c59.npz,PBC
8,0.6,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/39a4f69b66222f36646d29f9b886ec458f30b8ddcff512c360551e7ad1fcde90.npz,PBC
8,0.6,1.8,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/f8ad206b4461a73b63cfb381e2fad9e0f71c3d3b37ed46eebac36acfba8364f4.npz,PBC
8,0.6,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/2fe141e138e9a37d561f2ffee78cbee3d5e9bf49a351e377d90b555f34d81abb.npz,PBC
8,0.6,1.9,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/5d13bd3c19f05b3640b4422a6677884a097d842555e3800f5c111dfd7cdf9efc.npz,PBC
8,0.6,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/8eac3ac9aabb310d0c7de42fc6de9dc095c4342406ad867ee367462f914d8a4c.npz,PBC
8,0.6,2.0,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/97aa769f867eeac4a3cd71e296ed3c339895e8ae5355637ba39f2550ea5829a3.npz,PBC
8,0.7,0.05,antiphase-like,R0_extension,Small-field continuation from classical period4; full SF peak and amplitude; requires separate finite-size trend for Rlarge,results/stage6_v1/reference_atlas/cache/87f45b1dae6704fdfb23dff2db2f83f288981da21d8bb0488b6753ba4a9cdfc9.npz,PBC
8,0.7,0.1,antiphase-like,R0_extension,Small-field continuation from classical period4; full SF peak and amplitude; requires separate finite-size trend for Rlarge,results/stage6_v1/reference_atlas/cache/60353ade3999018c84790c25f931e6186b3e227663eb2154cd30dc41b227050e.npz,PBC
8,0.7,0.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5e09c4cb95337024e69f105bfd0c5179179f3efb901258019d128d609e1dca53.npz,PBC
8,0.7,0.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/51f6542471ff0266ed58eb52a3b5c80c30c30023ca3de3615805ee06bb762a0e.npz,PBC
8,0.7,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/9f836f9d018dd3180a9c709676feb509c3e6d378fd6143d9855b72956f05deb3.npz,PBC
8,0.7,0.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/990fe9059899512c8b45cfaf4a17f9211aa145df24ff87de1ad4710b348d3990.npz,PBC
8,0.7,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/20ba80c99bbc86b8998cdea4b5c24eef6f2771f170a4f6cc078fc92dbd523966.npz,PBC
8,0.7,0.3625,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c05efd97925e68827147faf3a1ffdaac1f324b3bcaa20da36fba6326e11d5e8e.npz,PBC
8,0.7,0.375,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/00421807d74f87d3a5b5b08392308c9baf5739caa75e399682c76008e1c757fd.npz,PBC
8,0.7,0.3875,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/23d7685746352786b5e0f74cf1af23c37158bdf43c36bcdb80567efac8e503b3.npz,PBC
8,0.7,0.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8dfc76cd8790d9d32bbc6d965d8d6f761d297e30abb1becae52d9866e192a14d.npz,PBC
8,0.7,0.4125,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/1cf073dc73ddaabad21de83db2d1ecf718fdaecd829b55e463efbf2462885334.npz,PBC
8,0.7,0.425,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/96801983edee77f9e2cbfdbafaf5439617ee42dbe13ca312f4d040a98d35784b.npz,PBC
8,0.7,0.4375,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/2f20cf86bc609c7b2ca08c0afa01dfcce71b98360cd4a41cb5fcf807830bd16d.npz,PBC
8,0.7,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/20a69fd1d79ca1c290861d2f1e04b7fe48c95102d1923b08af042c9a127c6dcb.npz,PBC
8,0.7,0.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/645148b7265500f76e13abdb3b178e07d867ee5236ea797d49ba13b56968afae.npz,PBC
8,0.7,0.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3caa3e29dec1b035868a3181dd98776c3aa316db3844e1a79cd0d4f76b33eeb8.npz,PBC
8,0.7,0.6,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3b90053b98e90f4c5b1d006f3fc47b6b514c60f45bdf7d1b96b91f9c79926d14.npz,PBC
8,0.7,0.65,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/765ebbfa9209e715dffe3d6d3c7b1dae29898b3f0becfca9e83883ba3af8d1fa.npz,PBC
8,0.7,0.7,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/34f9b4e1c195551535ebd6fdd57dcc3dbdae87849e945aced484ce89355b88c4.npz,PBC
8,0.7,0.75,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/bf51a959a6744f5372c0b147be5318be0c07be971a1fcdf2afe700e146f42e4a.npz,PBC
8,0.7,0.8,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/dea11e782edfc292c53a926dbbd51192e272dfaaf2555ccdcef9a42ea959f7eb.npz,PBC
8,0.7,0.85,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/90bb54dca29073e07edf2d89d8c61a38dc6563a33e5fb92d04a56aa794a53b4c.npz,PBC
8,0.7,0.9,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/6f3dbe1e411a92c32a9adb5844984a98513ec72595cbff2c2afd9cb04e2f45dd.npz,PBC
8,0.7,0.95,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/daa982e85290e0659af40121537f5c7573b26116ba9b35ac005a05be421b092a.npz,PBC
8,0.7,1.0,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/24bdc4380e898a9f40702335ed5e31063f3308fcd565c4c2526afa65f830abd8.npz,PBC
8,0.7,1.05,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/c887ba16d0c4673813178898f87f1d874d8f33f8d2e91cc398f7fa42e5e2070f.npz,PBC
8,0.7,1.1,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/b10f31f8bbad48d5db587e2b376ec523cc447f82a116aead57015af409798f51.npz,PBC
8,0.7,1.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/31ceb2c60d6f5c429af10c3c63dc5c9ff296e653bcdd5b17dacac22e69a424cf.npz,PBC
8,0.7,1.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/03cd6ed920e0f37abd2616543b403a77ad6e30883dd02492f0b5b526cabd6a62.npz,PBC
8,0.7,1.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/04959f6796c089e7a333cd2bca048986a90d285c702e82473a9665a7a3d88f97.npz,PBC
8,0.7,1.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e23ece7f637b319abd919ad4055d2475e1294797ad8c076cac0cf68f8af5c615.npz,PBC
8,0.7,1.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/8565d3e23751f5e59dbd4e8ba265d7c3c14a42d9474924f9b12aca508368146a.npz,PBC
8,0.7,1.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/3871a4eb4b1db7b1ca7d56c433f41044ff18ccb43fdcac337de9ca520e6df0c5.npz,PBC
8,0.7,1.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f955f20b8254b2ad077a9af643f62bdfad2c02f3824cf2bbcfe797803eec9ad3.npz,PBC
8,0.7,1.5,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/ca746b17fc36d587613cabf53fde46df8ca76a6733184906752c0e75f22689fd.npz,PBC
8,0.7,1.55,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/9171555aa7068761341b989f1b22cb7ee063fcf674ce321a3603bec0b5e1be44.npz,PBC
8,0.7,1.6,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/b885f7c433bb5f61618cd5bf966fd298da6a95e9acd8ee149de52f4b8dd3a2d5.npz,PBC
8,0.7,1.65,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/9499747e0aa75026983eb3d0a51736e73a5fa779d46796a506ad03a231a62e48.npz,PBC
8,0.7,1.7,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/22f81175b4012d8da88eaf404ec504a843e69729f526bf97aef8b0b27fd004cd.npz,PBC
8,0.7,1.75,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/f391a9be2cb8871a8e07615e5a5847d2057c13af8ffd36b0d45ade9e11f35a0f.npz,PBC
8,0.7,1.8,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/0ec8e5ef14b6f90912cf720455feb371c7683c59c8178b05abe6813d4c3efec0.npz,PBC
8,0.7,1.85,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/2899a4486705665d4087a2dc553a430a0527588b63c3e116184a42f6b1614758.npz,PBC
8,0.7,1.9,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/e81b96500326a7426b93b6b609963a0fcffbdad34c1499eace31314526aa0bc8.npz,PBC
8,0.7,1.95,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/abaec2367fa0db538334b5b99cb2783df10a17cbea40c8c20855784c7ecc02a6.npz,PBC
8,0.7,2.0,paramagnetic-like,R0_extension,"High-field continuation, transverse polarization and absence of strong order; interior only",results/stage6_v1/reference_atlas/cache/eebd3d6081c59e98b65c77b3633f9aa34d975b65734044e3ea42286cb79825d9.npz,PBC
8,0.8,0.05,antiphase-like,R0_extension,Small-field continuation from classical period4; full SF peak and amplitude; requires separate finite-size trend for Rlarge,results/stage6_v1/reference_atlas/cache/50628abbb7a508d6a8de0998885d2c75e115e24c54cf3bcfd9b51b23654ae69e.npz,PBC
8,0.8,0.1,antiphase-like,R0_extension,Small-field continuation from classical period4; full SF peak and amplitude; requires separate finite-size trend for Rlarge,results/stage6_v1/reference_atlas/cache/d9df2db389285fe8aedc611b79b9541f37f217f7b56d656a854be718d976546a.npz,PBC
8,0.8,0.15,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/922af7eb7a7c3d26e328f0297d1515188e4c13e851d1a612bcb3660d28142060.npz,PBC
8,0.8,0.2,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5da16a459ec8832456b2814aee9e2d0168894a4d2cee3f35d769ebe6b47ab4d6.npz,PBC
8,0.8,0.25,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/f2d6777c7aba5d17d62b9005c57f08a3b59dc37a91c88c20455c987120a5d998.npz,PBC
8,0.8,0.3,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/11b6d17bdfb2494b9b42af349ad798bfc0c8733cf221826cc489729253d2a063.npz,PBC
8,0.8,0.35,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/d9f4583f014d9c016efb01adb49faff920d9be7f9d5c4292d5338b6693c15bce.npz,PBC
8,0.8,0.4,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/5d0213333f7843069a8e13b9df64d3532074daff2c4b6f937683718655fb0595.npz,PBC
8,0.8,0.45,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/4cf43d20cbf69787eaf730fd8bcac8ca07c1a46e70cb5f24b7f376630d5b270a.npz,PBC
8,0.8,0.4625,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/bb4351d99d38b4c02a52674af23aba4461e9c9ada5ea1cb4dcc2b8b28621fbc9.npz,PBC
8,0.8,0.475,unlabeled,RN_only,No independent discrete phase label assigned; evaluate named finite-size features,results/stage6_v1/reference_atlas/cache/e5aecf34244073a5eceb201621a4f6f82c794251f7eca26a07297c34a0e9d6d2.npz,PBC
